pmcid,question,answer,
11884430,What do the results suggest about the cost-effectiveness of Faricimab compared to other treatments? (pmcid=11884430),The results suggest that Faricimab provides better health outcomes at lower costs compared to other treatments for diabetic macular edema and neovascular age-related macular degeneration in Colombia.,b08d4c1364fb11ef6f4a4ffba4caf89c
11910135,What is scarce in evidence regarding psychological interventions targeting cancer patients diagnosed with an adjustment disorder (pmcid=11910135)?,Evidence on the efficacy of psychological interventions targeting cancer patients diagnosed with an adjustment disorder is scarce.,75e72be1e5da700109d4a13c20c877a3
11910135,What did this study aim to investigate (pmcid=11910135)?,This study aimed to investigate the efficacy and budget impact of a tailored psychological intervention program targeting cancer patients with adjustment disorder.,75e72be1e5da700109d4a13c20c877a3
11910135,What was the sample size for the randomised patients in this study (pmcid=11910135)?,The sample size for the randomised patients in this study (pmcid=11910135) was 59.,75e72be1e5da700109d4a13c20c877a3
11910135,What were the three modules included in the AD-program (pmcid=11910135)?,The three modules included in the AD-program were psychoeducation and two additional modules provided when needed.,75e72be1e5da700109d4a13c20c877a3
11910135,What was the primary outcome measured in the study (pmcid=11910135)?,"The primary outcome measured in the study with pmcid=11910135 was psychological distress, as assessed by the Hospital Anxiety and Depression Scale (HADS).",75e72be1e5da700109d4a13c20c877a3
11910135,What were the secondary outcomes measured in the study (pmcid=11910135)?,The secondary outcomes measured in the study with pmcid=11910135 were mental adjustment to cancer (MAC) and health‐related quality of life (EORTC QLQ‐C30).,75e72be1e5da700109d4a13c20c877a3
11910135,What measures were completed at baseline and 3 and 6 months after randomisation (pmcid=11910135)?,Measures were completed at baseline and 3 and 6 months after randomisation.,75e72be1e5da700109d4a13c20c877a3
11910135,What were the budget impact analyses based on in the study conducted by Holtmaat K et al. (pmcid: 11910135)?,"The budget impact analyses were based on the population size, the costs of the AD‐program, and other costs potentially affected by the AD‐program.",75e72be1e5da700109d4a13c20c877a3
11910135,What was the mean psychological distress score in the intervention group at the beginning of the study and after 6 months (pmcid=11910135)?,"The mean psychological distress score in the intervention group at the beginning of the study was 19.2, and after 6 months it decreased to 15.6 (pmcid=11910135).",75e72be1e5da700109d4a13c20c877a3
11910135,What was the outcome of the decrease in the intervention group compared to the control condition (pmcid=11910135)?,The outcome of the decrease in the intervention group compared to the control condition was not significantly different.,75e72be1e5da700109d4a13c20c877a3
11910135,What were the significant differences between the two conditions in the study (pmcid=11910135)?,There were no significant differences between the two conditions in the study.,75e72be1e5da700109d4a13c20c877a3
11910135,"What was the estimated budget impact of the AD‐program per year to treat 14,430 patients (pmcid=11910135)?","The estimated budget impact of the AD‐program per year to treat 14,430 patients was 7–28 million euros.",75e72be1e5da700109d4a13c20c877a3
11910135,What was the statistical significance of the AD-program in this RCT (pmcid=11910135)?,The effect of the AD-program was not statistically significant in this RCT.,75e72be1e5da700109d4a13c20c877a3
11910135,What was a limitation of the study due to recruitment difficulties during the COVID‐19 pandemic (pmcid=11910135)?,The limitation of the study was that it was underpowered due to recruitment difficulties during the COVID‐19 pandemic.,75e72be1e5da700109d4a13c20c877a3
11910135,What is warranted regarding the AD‐program based on the abstract sentence (pmcid=11910135)?,More research on the efficacy and implementation of the AD‐program is warranted.,75e72be1e5da700109d4a13c20c877a3
11910135,What is the identifier for the trial registration in the Netherlands Trial Register (pmcid=11910135)?,NL7763,75e72be1e5da700109d4a13c20c877a3
11910135,What was the title of the study conducted by Holtmaat K (pmcid=11910135)?,"The title of the study conducted by Holtmaat K (pmcid=11910135) was ""Efficacy and Budget Impact of a Tailored Psychological Intervention Program Targeting Cancer Patients With Adjustment Disorder: A Randomised Controlled Trial"".",75e72be1e5da700109d4a13c20c877a3
11919128,What type of program was estimated for nonadherent to treatment Type 2 diabetics with comorbid depression (pmcid=11919128)?,A nurse-led telephone program (TELE-DD program) was estimated for nonadherent to treatment Type 2 diabetics with comorbid depression.,9b786e4fc89c9c578e271b403dc975a3
11919128,What was the target population for this study (pmcid=11919128)?,The target population for this study (pmcid=11919128) was Type 2 diabetic patients with comorbid depression who were nonadherent to their pharmacological treatment.,9b786e4fc89c9c578e271b403dc975a3
11919128,What was assessed in terms of budgetary impact over 1 year in the region of reference of the randomized clinical trial (pmcid=11919128)?,The budgetary impact over 1 year of implementing the nurse-led telephone program for nonadherent to treatment type 2 diabetics with comorbid depression was assessed in the region of reference of the randomized clinical trial.,9b786e4fc89c9c578e271b403dc975a3
11919128,What was the average cost per controlled patient in the TELE-DD group compared to the control group at 6 months (pmcid=11919128)?,"The average cost per controlled patient in the TELE-DD group was €160.31, which was higher than in the control group at 6 months.",9b786e4fc89c9c578e271b403dc975a3
11919128,What was the cost difference between the nurse-led telephone program and usual care at 12 months (pmcid=11919128)?,The cost difference between the nurse-led telephone program and usual care at 12 months was €100.30 lower for the nurse-led telephone program (€150.09 vs. €49.79).,9b786e4fc89c9c578e271b403dc975a3
11919128,What was compared at 6 months and 18 months in the study conducted by Gómez-Barrera et al. (pmcid=11919128)?,The costs were compared at 6 months and 18 months in the study conducted by Gómez-Barrera et al. (pmcid=11919128).,9b786e4fc89c9c578e271b403dc975a3
11919128,"What were the incremental cost-effectiveness ratios at 6, 12, and 18 months in the study conducted by Gómez-Barrera et al. (pmcid=11919128)?","The incremental cost-effectiveness ratios at 6, 12, and 18 months in the study conducted by Gómez-Barrera et al. were €254.47, €143.65, and €177.46, respectively.",9b786e4fc89c9c578e271b403dc975a3
11919128,What would be the reduction in expenditure for the funder in the first year of implementing the TELE-DD program (pmcid=11919128)?,"The reduction in expenditure for the funder in the first year of implementing the TELE-DD program would be €721,940.68.",9b786e4fc89c9c578e271b403dc975a3
11919128,What role did nursing play in chronic patient management according to the results (pmcid=11919128)?,"The results indicated that nursing played a significant role in chronic patient management, emphasizing the efficient use of healthcare resources.",9b786e4fc89c9c578e271b403dc975a3
11922778,What is Cangrelor indicated for in patients undergoing percutaneous coronary intervention (PCI) who have not received an oral P2Y12 inhibitor prior to the procedure (pmcid=11922778)?,Cangrelor is indicated for the reduction of thrombotic cardiovascular events in patients undergoing percutaneous coronary intervention (PCI) who have not received an oral P2Y12 inhibitor prior to the procedure.,40cf76d1c9b8c5a32467f5e38eaec993
11922778,What did this study aim to estimate in the United Kingdom (pmcid=11922778)?,The study aimed to estimate the affordability and budget impact of introducing cangrelor within the licensed out-of-hospital cardiac arrest (OHCA) population in the United Kingdom.,40cf76d1c9b8c5a32467f5e38eaec993
11922778,What was the purpose of developing the budget impact model (pmcid=11922778)?,The purpose of developing the budget impact model in this study was to estimate the impact of introducing cangrelor to hospitals over 5 years.,40cf76d1c9b8c5a32467f5e38eaec993
