SLR_pmcid_tbl,single_studies,question,answer
9998021_Table_2,Saylan et al.: 2013 [49]; Machado et al.: 2007 [45]; Kongsakon and Bunchapattanasakda: 2008 [40]; Machado et al.: 2008 [46]; Leelahanaj: 2010 [41]; Wang et al.: 2020 [52]; Parvathy et al.: 2016 [33]; Siskind et al.: 2008 [44]; Strand et al.: 2016 [47]; Prukkanone et al.: 2012 [42]; Bertram et al.: 2021 [50]; Chisholm and Saxena: 2012 [51]; Gureje et al.: 2007 [48]; Weobong et al.: 2017 [36]; Nakimuli-Mpungu et al.: 2020 [43]; Buttorff et al.: 2012 [31]; Fuhr et al.: 2019 [32]; Patel et al.: 2017 [35]; Hamdani et al.: 2020 [38],What are the names or identifiers of these studies?,Saylan et al.: 2013 [49]; Machado et al.: 2007 [45]; Kongsakon and Bunchapattanasakda: 2008 [40]; Machado et al.: 2008 [46]; Leelahanaj: 2010 [41]; Wang et al.: 2020 [52]; Parvathy et al.: 2016 [33]; Siskind et al.: 2008 [44]; Strand et al.: 2016 [47]; Prukkanone et al.: 2012 [42]; Bertram et al.: 2021 [50]; Chisholm and Saxena: 2012 [51]; Gureje et al.: 2007 [48]; Weobong et al.: 2017 [36]; Nakimuli-Mpungu et al.: 2020 [43]; Buttorff et al.: 2012 [31]; Fuhr et al.: 2019 [32]; Patel et al.: 2017 [35]; Hamdani et al.: 2020 [38]
9998021_Table_2,Saylan et al.: 2013 [49]; Machado et al.: 2007 [45]; Kongsakon and Bunchapattanasakda: 2008 [40]; Machado et al.: 2008 [46]; Leelahanaj: 2010 [41]; Wang et al.: 2020 [52]; Parvathy et al.: 2016 [33]; Siskind et al.: 2008 [44]; Strand et al.: 2016 [47]; Prukkanone et al.: 2012 [42]; Bertram et al.: 2021 [50]; Chisholm and Saxena: 2012 [51]; Gureje et al.: 2007 [48]; Weobong et al.: 2017 [36]; Nakimuli-Mpungu et al.: 2020 [43]; Buttorff et al.: 2012 [31]; Fuhr et al.: 2019 [32]; Patel et al.: 2017 [35]; Hamdani et al.: 2020 [38],What types of economic evaluations are conducted in these studies?,Saylan et al. (2013) [49]: CUA; Machado et al. (2007) [45]: CEA; Kongsakon and Bunchapattanasakda (2008) [40]: CEA; Machado et al. (2008) [46]: CEA; Leelahanaj (2010) [41]: CUA; Wang et al. (2020) [52]: CEA; Parvathy et al. (2016) [33]: CEA; Siskind et al. (2008) [44]: CUA; Strand et al. (2016) [47]: CUA; Prukkanone et al. (2012) [42]: CUA; Bertram et al. (2021) [50]: CEA; Chisholm and Saxena (2012) [51]: CUA; Gureje et al. (2007) [48]: CUA; Weobong et al. (2017) [36]: CUA; Nakimuli-Mpungu et al. (2020) [43]: CUA; Buttorff et al. (2012) [31]: CEA/CUA; Fuhr et al. (2019) [32]: CEA; Patel et al. (2017) [35]: CUA; Hamdani et al. (2020) [38]: CEA
9998021_Table_2,Saylan et al.: 2013 [49]; Machado et al.: 2007 [45]; Kongsakon and Bunchapattanasakda: 2008 [40]; Machado et al.: 2008 [46]; Leelahanaj: 2010 [41]; Wang et al.: 2020 [52]; Parvathy et al.: 2016 [33]; Siskind et al.: 2008 [44]; Strand et al.: 2016 [47]; Prukkanone et al.: 2012 [42]; Bertram et al.: 2021 [50]; Chisholm and Saxena: 2012 [51]; Gureje et al.: 2007 [48]; Weobong et al.: 2017 [36]; Nakimuli-Mpungu et al.: 2020 [43]; Buttorff et al.: 2012 [31]; Fuhr et al.: 2019 [32]; Patel et al.: 2017 [35]; Hamdani et al.: 2020 [38],What study designs or model types are used in these studies?,Saylan et al. (2013) [49]: Model (microsimulation); Machado et al. (2007) [45]: Model (decision tree); Kongsakon and Bunchapattanasakda (2008) [40]: Model (decision tree); Machado et al. (2008) [46]: Model (decision tree); Leelahanaj (2010) [41]: Model (decision tree); Wang et al. (2020) [52]: RCT (437); Parvathy et al. (2016) [33]: Follow-up (30); Siskind et al. (2008) [44]: Model (Markov cohort); Strand et al. (2016) [47]: Model (mathematical population model); Prukkanone et al. (2012) [42]: Model (microsimulation); Bertram et al. (2021) [50]: Model (state transition model); Chisholm and Saxena (2012) [51]: Model (state transition model); Gureje et al. (2007) [48]: Model (mathematical population model); Weobong et al. (2017) [36]: RCT (495); Nakimuli-Mpungu et al. (2020) [43]: RCT (1140); Buttorff et al. (2012) [31]: RCT (2796); Fuhr et al. (2019) [32]: RCT (280); Patel et al. (2017) [35]: RCT (495); Hamdani et al. (2020) [38]: RCT (346)
9998021_Table_2,Saylan et al.: 2013 [49]; Machado et al.: 2007 [45]; Kongsakon and Bunchapattanasakda: 2008 [40]; Machado et al.: 2008 [46]; Leelahanaj: 2010 [41]; Wang et al.: 2020 [52]; Parvathy et al.: 2016 [33]; Siskind et al.: 2008 [44]; Strand et al.: 2016 [47]; Prukkanone et al.: 2012 [42]; Bertram et al.: 2021 [50]; Chisholm and Saxena: 2012 [51]; Gureje et al.: 2007 [48]; Weobong et al.: 2017 [36]; Nakimuli-Mpungu et al.: 2020 [43]; Buttorff et al.: 2012 [31]; Fuhr et al.: 2019 [32]; Patel et al.: 2017 [35]; Hamdani et al.: 2020 [38],What perspectives are considered in these studies?,Saylan et al. (2013) [49]: Payer; Machado et al. (2007) [45]: Payer (government); Kongsakon and Bunchapattanasakda (2008) [40]: Health care providers; societal; Machado et al. (2008) [46]: Payer (government); Leelahanaj (2010) [41]: Health care provider; Wang et al. (2020) [52]: Patient; Parvathy et al. (2016) [33]: n/a; Siskind et al. (2008) [44]: n/a; Strand et al. (2016) [47]: Provider; Prukkanone et al. (2012) [42]: Health sector; Bertram et al. (2021) [50]: Health system; Chisholm and Saxena (2012) [51]: Health sector; Gureje et al. (2007) [48]: n/a; Weobong et al. (2017) [36]: Health system; societal; Nakimuli-Mpungu et al. (2020) [43]: Health care sector; payer; Buttorff et al. (2012) [31]: n/a; Fuhr et al. (2019) [32]: Health system; societal; Patel et al. (2017) [35]: Health care system; societal; Hamdani et al. (2020) [38]: Health system
9998021_Table_2,Saylan et al.: 2013 [49]; Machado et al.: 2007 [45]; Kongsakon and Bunchapattanasakda: 2008 [40]; Machado et al.: 2008 [46]; Leelahanaj: 2010 [41]; Wang et al.: 2020 [52]; Parvathy et al.: 2016 [33]; Siskind et al.: 2008 [44]; Strand et al.: 2016 [47]; Prukkanone et al.: 2012 [42]; Bertram et al.: 2021 [50]; Chisholm and Saxena: 2012 [51]; Gureje et al.: 2007 [48]; Weobong et al.: 2017 [36]; Nakimuli-Mpungu et al.: 2020 [43]; Buttorff et al.: 2012 [31]; Fuhr et al.: 2019 [32]; Patel et al.: 2017 [35]; Hamdani et al.: 2020 [38],What time horizons and discount rates are applied in these studies?,"Saylan et al. (2013): Lifetime, 3.5%; Machado et al. (2007): 6 months, n/a; Kongsakon and Bunchapattanasakda (2008): 6 months, n/a; Machado et al. (2008): 6 months, n/a; Leelahanaj (2010): 6 weeks, n/a; Wang et al. (2020): 8 weeks, n/a; Parvathy et al. (2016): 8 weeks, n/a; Siskind et al. (2008): Lifetime, 3%; Strand et al. (2016): 100 years, 3%; Prukkanone et al. (2012): 5 years, 3%; Bertram et al. (2021): 100 years, 3%; Chisholm and Saxena (2012): 10 years, 3%; Gureje et al. (2007): 1 year, n/a; Weobong et al. (2017): 1 year, n/a; Nakimuli-Mpungu et al. (2020): 1 year, n/a; Buttorff et al. (2012): 1 year, n/a; Fuhr et al. (2019): 9 months, n/a; Patel et al. (2017): 3 months, n/a; Hamdani et al. (2020): 1 year, n/a"
9998021_Table_2,Saylan et al.: 2013 [49]; Machado et al.: 2007 [45]; Kongsakon and Bunchapattanasakda: 2008 [40]; Machado et al.: 2008 [46]; Leelahanaj: 2010 [41]; Wang et al.: 2020 [52]; Parvathy et al.: 2016 [33]; Siskind et al.: 2008 [44]; Strand et al.: 2016 [47]; Prukkanone et al.: 2012 [42]; Bertram et al.: 2021 [50]; Chisholm and Saxena: 2012 [51]; Gureje et al.: 2007 [48]; Weobong et al.: 2017 [36]; Nakimuli-Mpungu et al.: 2020 [43]; Buttorff et al.: 2012 [31]; Fuhr et al.: 2019 [32]; Patel et al.: 2017 [35]; Hamdani et al.: 2020 [38],What cost items are included in these studies?,"Saylan et al. (2013): Medications, healthcare staff and hospitalisations; Machado et al. (2007): Medications, hospitalisations, healthcare staff and laboratory investigations; Kongsakon and Bunchapattanasakda (2008): Medications, healthcare staff, hospitalisations and productivity impacts; Machado et al. (2008): Medications, hospitalisations, healthcare staff and laboratory investigations; Leelahanaj (2010): Medications and hospitalisations; Wang et al. (2020): Medications; Parvathy et al. (2016): Medications; Siskind et al. (2008): Healthcare staff and intervention delivery; Strand et al. (2016): Healthcare staff, hospitalisations, intervention delivery, medications and laboratory investigations; Prukkanone et al. (2012): Medications, patient time and transportation costs; Bertram et al. (2021): Healthcare staff, intervention delivery, medications and laboratory investigations; Chisholm and Saxena (2012): Hospitalisations, healthcare staff, medications, intervention delivery and laboratory investigations; Gureje et al. (2007): Healthcare staff, medications and laboratory investigations; Weobong et al. (2017): Healthcare staff, medications, laboratory investigations, hospitalisations, transportation costs, patient and caregiver time and productivity impacts; Nakimuli-Mpungu et al. (2020): Medications, healthcare staff, informal care, intervention delivery and hospitalisations; Buttorff et al. (2012): Hospitalisations, healthcare staff, medications, laboratory investigations, informal care, patient and caregiver time and productivity impacts; Fuhr et al. (2019): Hospitalisations, healthcare staff, medications, laboratory investigations, intervention delivery, transportation costs, patient and caregiver time and productivity impacts; Patel et al. (2017): Healthcare staff, hospitalisations, laboratory investigations, medications and productivity impacts; Hamdani et al. (2020): Hospitalisations, medications, informal care, patient and caregiver time"
9998021_Table_2,Saylan et al.: 2013 [49]; Machado et al.: 2007 [45]; Kongsakon and Bunchapattanasakda: 2008 [40]; Machado et al.: 2008 [46]; Leelahanaj: 2010 [41]; Wang et al.: 2020 [52]; Parvathy et al.: 2016 [33]; Siskind et al.: 2008 [44]; Strand et al.: 2016 [47]; Prukkanone et al.: 2012 [42]; Bertram et al.: 2021 [50]; Chisholm and Saxena: 2012 [51]; Gureje et al.: 2007 [48]; Weobong et al.: 2017 [36]; Nakimuli-Mpungu et al.: 2020 [43]; Buttorff et al.: 2012 [31]; Fuhr et al.: 2019 [32]; Patel et al.: 2017 [35]; Hamdani et al.: 2020 [38],What currencies and reference years are used in these studies?,"Saylan et al. (2013) [49]: Turkish lira ($/TL), 2010; Machado et al. (2007) [45]: Brazilian real ($Brz), 2006; Kongsakon and Bunchapattanasakda (2008) [40]: Thai baht, 2007; Machado et al. (2008) [46]: US dollar (US$), 2007; Leelahanaj (2010) [41]: Thai baht, 2009; Wang et al. (2020) [52]: Chinese yuan renminbi (CN¥), 2018; Parvathy et al. (2016) [33]: Indian rupee (Rs), 2015; Siskind et al. (2008) [44]: $Int, 2003; Strand et al. (2016) [47]: US dollar (US$), 2013; Prukkanone et al. (2012) [42]: Thai baht, 2005; Bertram et al. (2021) [50]: $Int, 2010; Chisholm and Saxena (2012) [51]: $Int, 2005; Gureje et al. (2007) [48]: Nigerian Naira, 2000; Weobong et al. (2017) [36]: $Int, 2015; Nakimuli-Mpungu et al. (2020) [43]: US dollar (US$), 2017; Buttorff et al. (2012) [31]: US dollar (US$), 2009; Fuhr et al. (2019) [32]: US dollar (US$), 2017; Patel et al. (2017) [35]: $Int, 2015; Hamdani et al. (2020) [38]: Pakistani rupees, 2016"
9998021_Table_2,Saylan et al.: 2013 [49]; Machado et al.: 2007 [45]; Kongsakon and Bunchapattanasakda: 2008 [40]; Machado et al.: 2008 [46]; Leelahanaj: 2010 [41]; Wang et al.: 2020 [52]; Parvathy et al.: 2016 [33]; Siskind et al.: 2008 [44]; Strand et al.: 2016 [47]; Prukkanone et al.: 2012 [42]; Bertram et al.: 2021 [50]; Chisholm and Saxena: 2012 [51]; Gureje et al.: 2007 [48]; Weobong et al.: 2017 [36]; Nakimuli-Mpungu et al.: 2020 [43]; Buttorff et al.: 2012 [31]; Fuhr et al.: 2019 [32]; Patel et al.: 2017 [35]; Hamdani et al.: 2020 [38],What health outcomes are measured in these studies?,"Saylan et al. (2013) [49]: QALYs; Machado et al. (2007) [45]: Remission; Kongsakon and Bunchapattanasakda (2008) [40]: Remission; Machado et al. (2008) [46]: Remission; Leelahanaj (2010) [41]: QALYs, remission; Wang et al. (2020) [52]: Mood symptoms (using the MADRS) and functioning (using SDS) of patients; Parvathy et al. (2016) [33]: Depression symptoms (measured with the HDRS); Siskind et al. (2008) [44]: QALYs; Strand et al. (2016) [47]: DALYs averted; Prukkanone et al. (2012) [42]: DALYs averted; Bertram et al. (2021) [50]: HLYs gained; Chisholm and Saxena (2012) [51]: DALYs averted; Gureje et al. (2007) [48]: DALYs averted; Weobong et al. (2017) [36]: QALYs; Nakimuli-Mpungu et al. (2020) [43]: DALYs averted; Buttorff et al. (2012) [31]: QALYs (based on WHO's Disability Schedule), working days lost and psychiatric symptom score; Fuhr et al. (2019) [32]: Depressive symptoms (measured with PHQ-9); Patel et al. (2017) [35]: QALYs; Hamdani et al. (2020) [38]: Depression case (PHQ-9 cut-off ≥ 10)HADS Depressi"
9998021_Table_3,Saylan et al.: Saylan et al. (2013) [49]; Machado et al.: Machado et al. (2007) [45]; Kongsakon and Bunchapattanasakda: Kongsakon and Bunchapattanasakda (2008) [40]; Machado et al.: Machado et al. (2008) [46]; Leelahanaj: Leelahanaj (2010) [41]; Wang et al.: Wang et al. (2020) [52]; Parvathy et al.: Parvathy et al. (2016) [33]; Siskind et al.: Siskind et al. (2008) [44]; Strand et al.: Strand et al. (2016) [47],What are the titles or identifiers of these studies?,Saylan et al.: Saylan et al. (2013) [49]; Machado et al.: Machado et al. (2007) [45]; Kongsakon and Bunchapattanasakda: Kongsakon and Bunchapattanasakda (2008) [40]; Machado et al.: Machado et al. (2008) [46]; Leelahanaj: Leelahanaj (2010) [41]; Wang et al.: Wang et al. (2020) [52]; Parvathy et al.: Parvathy et al. (2016) [33]; Siskind et al.: Siskind et al. (2008) [44]; Strand et al.: Strand et al. (2016) [47]
9998021_Table_3,Saylan et al.: Saylan et al. (2013) [49]; Machado et al.: Machado et al. (2007) [45]; Kongsakon and Bunchapattanasakda: Kongsakon and Bunchapattanasakda (2008) [40]; Machado et al.: Machado et al. (2008) [46]; Leelahanaj: Leelahanaj (2010) [41]; Wang et al.: Wang et al. (2020) [52]; Parvathy et al.: Parvathy et al. (2016) [33]; Siskind et al.: Siskind et al. (2008) [44]; Strand et al.: Strand et al. (2016) [47],What interventions and comparators are analyzed in these studies?,"Saylan et al. (2013): Aripiprazole vs olanzapine; aripiprazole vs quetiapine; Machado et al. (2007): SNRIs, SSRIs and TCAs; Kongsakon and Bunchapattanasakda (2008): Escitalopram vs fluoxetine; escitalopram vs venlafaxine; Machado et al. (2008): Venlafaxine, amitriptyline, and fluoxetine; Leelahanaj (2010): Aripiprazole vs placebo; Wang et al. (2020): Vortioxetine vs venlafaxine; Parvathy et al. (2016): Fluoxetine vs venlafaxine; Siskind et al. (2008): Group IPT vs no treatment; Group IPT vs Group IPT with booster; Strand et al. (2016): TCAs, SSRIs, PT and combination (a drug with PT)"
9998021_Table_3,Saylan et al.: Saylan et al. (2013) [49]; Machado et al.: Machado et al. (2007) [45]; Kongsakon and Bunchapattanasakda: Kongsakon and Bunchapattanasakda (2008) [40]; Machado et al.: Machado et al. (2008) [46]; Leelahanaj: Leelahanaj (2010) [41]; Wang et al.: Wang et al. (2020) [52]; Parvathy et al.: Parvathy et al. (2016) [33]; Siskind et al.: Siskind et al. (2008) [44]; Strand et al.: Strand et al. (2016) [47],What are the differences in cost between the interventions and comparators in these studies?,"Saylan et al. (2013): Aripiprazole vs olanzapine: − $/TL485, Aripiprazole vs quetiapine: − $/TL593; Machado et al. (2007): SNRIs vs TCAs: − $Brz198, SNRI vs SSRIs: − $Brz618, TCA vs SSRIs: − $Brz420; Kongsakon and Bunchapattanasakda (2008): Escitalopram vs fluoxetine: − 2002 baht, Escitalopram vs venlafaxine: − 1768 baht; Machado et al. (2008): Venlafaxine vs amitriptyline: + US$550, venlafaxine vs fluoxetine: + US$411, fluoxetine vs amitriptyline: + US$139; Leelahanaj (2010): + 2561 baht; Wang et al. (2020): For mood and tolerability: + CN¥3245, For mood and functioning: + CN¥4002; Parvathy et al. (2016): (+ 19.98Rs); Siskind et al. (2008): Group IPT vs no treatment: +$Int375, Group IPT with booster vs Group IPT: + $Int49; Strand et al. (2016): Annual costs (in million US$) Acute therapy TCAs: 11.44, SSRIs: 13.31, PT: 48.90, TCAs/PT: 49.97, SSRIs/PT: 51.24, Maintenance therapy TCAs/T: 44.55, SSRIs/PT: 47.21"
9998021_Table_3,Saylan et al.: Saylan et al. (2013) [49]; Machado et al.: Machado et al. (2007) [45]; Kongsakon and Bunchapattanasakda: Kongsakon and Bunchapattanasakda (2008) [40]; Machado et al.: Machado et al. (2008) [46]; Leelahanaj: Leelahanaj (2010) [41]; Wang et al.: Wang et al. (2020) [52]; Parvathy et al.: Parvathy et al. (2016) [33]; Siskind et al.: Siskind et al. (2008) [44]; Strand et al.: Strand et al. (2016) [47],What are the differences in effect between the interventions and comparators in these studies?,"Saylan et al. (2013): Aripiprazole vs olanzapine: + 0.04 QALYs, Aripiprazole vs quetiapine: + 0.06 QALYs; Machado et al. (2007): SNRIs vs TCAs: + 1.7%, SNRIs vs SSRIs: + 4.1%, TCAs vs SSRIs: + 2.4%; Kongsakon and Bunchapattanasakda (2008): Escitalopram vs fluoxetine: + 4.76%, escitalopram vs venlafaxine: + 3.12%; Machado et al. (2008): Venlafaxine vs amitriptyline: + 1.8%, venlafaxine vs fluoxetine: + 9%, fluoxetine vs amitriptyline: - 7.2%; Leelahanaj (2010): + 10.3% (remission rate); Wang et al. (2020): Treatment success for mood and tolerability: + 9%, for mood and functioning: + 4.5%; Parvathy et al. (2016): - 6 improvement in HDRS score; Siskind et al. (2008): Group IPT vs no treatment: + 0.245 QALYs, Group IPT with booster vs Group IPT: + 0.124 QALYs"
9998021_Table_3,Saylan et al.: Saylan et al. (2013) [49]; Machado et al.: Machado et al. (2007) [45]; Kongsakon and Bunchapattanasakda: Kongsakon and Bunchapattanasakda (2008) [40]; Machado et al.: Machado et al. (2008) [46]; Leelahanaj: Leelahanaj (2010) [41]; Wang et al.: Wang et al. (2020) [52]; Parvathy et al.: Parvathy et al. (2016) [33]; Siskind et al.: Siskind et al. (2008) [44]; Strand et al.: Strand et al. (2016) [47],"What are the ICER values in the base-case analysis for these studies, expressed in 2021 US dollars?","Saylan et al. (2013): Aripiprazole was dominant; Machado et al. (2007): SNRIs was dominant; Kongsakon and Bunchapattanasakda (2008): Escitalopram was dominant; Machado et al. (2008): US$31,595/remission[39,995.1]; Leelahanaj (2010): 3201 baht per QALY[333.4]; Wang et al. (2020): ICER (CN¥/successfully treated patients) for mood and tolerability: 13,938[4211.7], for mood and functioning: 27,876[8423.3]; Parvathy et al. (2016): Venlafaxine was dominant; Siskind et al. (2008): + $Int1150/QALY[1428]"
9998021_Table_3,Saylan et al.: Saylan et al. (2013) [49]; Machado et al.: Machado et al. (2007) [45]; Kongsakon and Bunchapattanasakda: Kongsakon and Bunchapattanasakda (2008) [40]; Machado et al.: Machado et al. (2008) [46]; Leelahanaj: Leelahanaj (2010) [41]; Wang et al.: Wang et al. (2020) [52]; Parvathy et al.: Parvathy et al. (2016) [33]; Siskind et al.: Siskind et al. (2008) [44]; Strand et al.: Strand et al. (2016) [47],How do these studies analyze uncertainty in their findings?,"Saylan et al. (2013): SA: Shows no change in the conclusion UA: Aripiprazole has a higher chance of being cost effective at threshold values ranging from 0 to 100,000 TL per QALY gained; Machado et al. (2007): SA: The findings were robust for the change in the probability of switching therapy UA: SNRIs had a higher chance of generating a cheaper cost per patient; Kongsakon and Bunchapattanasakda (2008): SA: Univariate analysis shows no change in ICER UA: Escitalopram dominates fluoxetine and venlafaxine in 99% and 88.2% of cases, respectively; Machado et al. (2008): SA: robust to variation in the costs and clinical parameters UA: Monte Carlo simulations show the finding is unaffected by variations in multiple parameter inputs; Leelahanaj (2010): SA: Remission rate and drug unit cost influence ICER value No uncertainty analysis undertaken; Wang et al. (2020): SA: Impact of using regional price (no change in conclusion) UA: No; Parvathy et al. (2016): No sensitivity or uncertainty analyses undertaken; Siskind et al. (2008): SA: The finding was largely stable except for the cost and utility parameters No uncertainty analysis undertaken; Strand et al. (2016): No information on uncertainty analysis provided"
